OPERATOR,WORKER,JOBCOUNTRYCODE,EFECTIVESTARTDATE,
,30003962            ,PER,04/08/2017,
,30003963            ,PER,04/08/2017,
,30003964            ,PER,04/08/2017,
,30003965            ,PER,04/08/2017,
,30003966            ,PER,04/08/2017,
,30003967            ,PER,04/08/2017,
,30003968            ,PER,04/08/2017,
,30003969            ,PER,04/08/2017,
,30003970            ,PER,04/08/2017,
,30003971            ,PER,04/08/2017,
,30003972            ,PER,04/08/2017,
,30003973            ,PER,04/08/2017,
,30003974            ,PER,04/08/2017,
,30003975            ,PER,04/08/2017,
,30003976            ,PER,04/08/2017,
,30003977            ,PER,04/08/2017,
,30003978            ,PER,04/08/2017,
,30003979            ,PER,04/08/2017,
,30003980            ,PER,04/08/2017,
,30003981            ,PER,04/08/2017,
,30003982            ,PER,04/08/2017,
,30003983            ,PER,04/08/2017,
,30003984            ,PER,04/08/2017,
,30003985            ,PER,04/08/2017,
,30003986            ,PER,04/08/2017,
,30003987            ,PER,04/08/2017,
,30003988            ,PER,04/08/2017,
,30003989            ,PER,04/08/2017,
,30003990            ,PER,04/08/2017,
,30003991            ,PER,04/08/2017,
,30003992            ,PER,04/08/2017,
,30003993            ,PER,04/08/2017,
,30003994            ,PER,04/08/2017,
,30003995            ,PER,04/08/2017,
,30003996            ,PER,04/08/2017,
,30003997            ,PER,04/08/2017,
,30003998            ,PER,04/08/2017,
,30003999            ,PER,04/08/2017,
,30004000            ,PER,04/08/2017,
,30004001            ,PER,04/08/2017,
,30004002            ,PER,04/08/2017,
,30004003            ,PER,04/08/2017,
,30004004            ,PER,04/08/2017,
,30004005            ,PER,04/08/2017,
,30004006            ,PER,04/08/2017,
,30004007            ,PER,04/08/2017,
,30004008            ,PER,04/08/2017,
,30004009            ,PER,04/08/2017,
,30004010            ,PER,04/08/2017,
,30004011            ,PER,04/08/2017,
,30004012            ,PER,04/08/2017,
,30004013            ,PER,04/08/2017,
,30004014            ,PER,04/08/2017,
,30004015            ,PER,04/08/2017,
,30004017            ,PER,04/08/2017,
,30004018            ,PER,04/08/2017,
,30004019            ,PER,04/08/2017,
,30004020            ,PER,04/08/2017,
,30004021            ,PER,04/08/2017,
,30004022            ,PER,04/08/2017,
,30004023            ,PER,04/08/2017,
,30004024            ,PER,04/08/2017,
,30004025            ,PER,04/08/2017,
,30004026            ,PER,04/08/2017,
,30004027            ,PER,04/08/2017,
,30004028            ,PER,04/08/2017,
,30004029            ,PER,04/08/2017,
,30004030            ,PER,04/08/2017,
,30004031            ,PER,04/08/2017,
,30004032            ,PER,04/08/2017,
,30004033            ,PER,04/08/2017,
,30004034            ,PER,04/08/2017,
,30004035            ,PER,04/08/2017,
,30004036            ,PER,04/08/2017,
,30004037            ,PER,04/08/2017,
,30004038            ,PER,04/08/2017,
,30004039            ,PER,04/08/2017,
,30004040            ,PER,04/08/2017,
,30004041            ,PER,04/08/2017,
,30004042            ,PER,04/08/2017,
,30004043            ,PER,04/08/2017,
,30004044            ,PER,04/08/2017,
,30004045            ,PER,04/08/2017,
,30004046            ,PER,04/08/2017,
,30004047            ,PER,04/08/2017,
,30004048            ,PER,04/08/2017,
,30004049            ,PER,04/08/2017,
,30004050            ,PER,04/08/2017,
,30004051            ,PER,04/08/2017,
,30004052            ,PER,04/08/2017,
,30004053            ,PER,04/08/2017,
,30004054            ,PER,04/08/2017,
,30004056            ,PER,04/08/2017,
,30004057            ,VEN,04/08/2017,
,30004058            ,PER,04/08/2017,
,30004059            ,PER,04/08/2017,
,30004060            ,PER,04/08/2017,
,30004061            ,PER,04/08/2017,
,30004062            ,PER,04/08/2017,
,30004063            ,PER,04/08/2017,
,30004064            ,PER,04/08/2017,
,30004065            ,PER,04/08/2017,
,30004066            ,PER,04/08/2017,
,30004067            ,PER,04/08/2017,
,30004068            ,PER,04/08/2017,
,30004069            ,PER,04/08/2017,
,30004071            ,PER,04/08/2017,
,30004072            ,PER,04/08/2017,
,30004073            ,PER,04/08/2017,
,30004074            ,PER,04/08/2017,
,30004075            ,PER,04/08/2017,
,30004076            ,PER,04/08/2017,
,30004077            ,PER,04/08/2017,
,30004078            ,PER,04/08/2017,
,30004079            ,PER,04/08/2017,
,30004080            ,PER,04/08/2017,
,30004081            ,PER,04/08/2017,
,30004082            ,PER,04/08/2017,
,30004083            ,PER,04/08/2017,
,30004084            ,PER,04/08/2017,
,30004085            ,PER,04/08/2017,
,30004086            ,PER,04/08/2017,
,30004087            ,PER,04/08/2017,
,30004088            ,PER,04/08/2017,
,30004089            ,PER,04/08/2017,
,30004090            ,PER,04/08/2017,
,30004091            ,PER,04/08/2017,
,30004092            ,PER,04/08/2017,
,30004093            ,PER,04/08/2017,
,30004094            ,PER,04/08/2017,
,30004095            ,PER,04/08/2017,
,30004096            ,PER,04/08/2017,
,30004097            ,PER,04/08/2017,
,30004098            ,PER,04/08/2017,
,30004099            ,PER,04/08/2017,
,30004100            ,PER,04/08/2017,
,30004101            ,PER,04/08/2017,
,30004102            ,PER,04/08/2017,
,30004103            ,PER,04/08/2017,
,30004104            ,PER,04/08/2017,
,30004105            ,PER,04/08/2017,
,30004106            ,PER,04/08/2017,
,30004107            ,PER,04/08/2017,
,30004108            ,PER,04/08/2017,
,30004109            ,PER,04/08/2017,
,30004110            ,PER,04/08/2017,
,30004111            ,PER,04/08/2017,
,30004112            ,PER,04/08/2017,
,30004113            ,PER,04/08/2017,
,30004114            ,PER,04/08/2017,
,30004115            ,PER,04/08/2017,
,30004116            ,PER,04/08/2017,
,30004117            ,PER,04/08/2017,
,30004118            ,PER,04/08/2017,
,30004119            ,PER,04/08/2017,
,30004120            ,PER,04/08/2017,
,30004121            ,PER,04/08/2017,
,30004122            ,PER,04/08/2017,
,30004123            ,PER,04/08/2017,
,30004124            ,PER,04/08/2017,
,30004125            ,PER,04/08/2017,
,30004126            ,PER,04/08/2017,
,30004128            ,PER,04/08/2017,
,30004129            ,PER,04/08/2017,
,30004130            ,PER,04/08/2017,
,30004131            ,PER,04/08/2017,
,30004132            ,PER,04/08/2017,
,30004133            ,PER,04/08/2017,
,30004134            ,PER,04/08/2017,
,30004135            ,PER,04/08/2017,
,30004136            ,PER,04/08/2017,
,30004137            ,PER,04/08/2017,
,30004138            ,PER,04/08/2017,
,30004139            ,PER,04/08/2017,
,30004140            ,PER,04/08/2017,
,30004141            ,PER,04/08/2017,
,30004142            ,PER,04/08/2017,
,30004143            ,PER,04/08/2017,
,30004144            ,PER,04/08/2017,
,30004145            ,PER,04/08/2017,
,30004146            ,PER,04/08/2017,
,30004147            ,PER,04/08/2017,
,30004148            ,PER,04/08/2017,
,30004149            ,PER,04/08/2017,
,30004150            ,PER,04/08/2017,
,30004151            ,PER,04/08/2017,
,30004152            ,PER,04/08/2017,
,30004153            ,PER,04/08/2017,
,30004154            ,PER,04/08/2017,
,30004155            ,PER,04/08/2017,
,30004156            ,PER,04/08/2017,
,30004157            ,PER,04/08/2017,
,30004158            ,PER,04/08/2017,
,30004159            ,PER,04/08/2017,
,30004160            ,PER,04/08/2017,
,30004161            ,PER,04/08/2017,
,30004162            ,PER,04/08/2017,
,30004163            ,PER,04/08/2017,
,30004164            ,PER,04/08/2017,
,30004165            ,PER,04/08/2017,
,30004166            ,PER,04/08/2017,
,30004167            ,PER,04/08/2017,
,30004168            ,PER,04/08/2017,
,30004169            ,PER,04/08/2017,
,30004170            ,PER,04/08/2017,
,30004171            ,PER,04/08/2017,
,30004172            ,PER,04/08/2017,
,30004173            ,PER,04/08/2017,
,30004174            ,PER,04/08/2017,
,30004175            ,PER,04/08/2017,
,30004176            ,PER,04/08/2017,
,30004177            ,PER,04/08/2017,
,30004178            ,PER,04/08/2017,
,30004179            ,PER,04/08/2017,
,30004180            ,PER,04/08/2017,
